#heuristic1.csv
#
#
#
group,number,graphname,n_vertices,n_edges,duration,studentDfvsLen,studentDfvs,goodDfvsLen
h1,125,cyc_0030-03.txt,30,96,2500,0,,0
h1,126,cyc_0030-03.txt,30,96,2300,0,,0
h1,127,cyc_0030-03.txt,30,96,2300,0,,0
h1,128,cyc_0030-03.txt,30,96,3000,0,,0
h1,129,cyc_0030-03.txt,30,96,2700,0,,0
h1,130,cyc_0030-03.txt,30,96,2600,0,,0
h1,131,cyc_0030-03.txt,30,96,2400,0,,0
h1,132,cyc_0030-03.txt,30,96,2200,0,,0
h1,133,cyc_0030-03.txt,30,96,2400,0,,0
h1,134,cyc_0030-03.txt,30,96,2500,0,,0
h1,135,cyc_0030-03.txt,30,96,2500,0,,0
h1,136,cyc_0030-03.txt,30,96,2300,0,,0
h1,137,cyc_0030-03.txt,30,96,2300,0,,0
h1,138,cyc_0030-03.txt,30,96,2300,0,,0
h1,139,cyc_0030-03.txt,30,96,2300,0,,0
h1,140,cyc_0030-03.txt,30,96,2900,0,,0
h1,141,cyc_0030-03.txt,30,96,2400,0,,0
h1,142,cyc_0030-03.txt,30,96,2200,0,,0
h1,143,cyc_0030-03.txt,30,96,2300,0,,0
h1,144,cyc_0030-03.txt,30,96,2600,0,,0
h1,145,cyc_0030-03.txt,30,96,2300,0,,0
h1,146,cyc_0030-03.txt,30,96,2300,0,,0
h1,147,cyc_0030-03.txt,30,96,2200,0,,0
h1,148,cyc_0030-03.txt,30,96,2200,0,,0
h1,149,cyc_0030-03.txt,30,96,2300,0,,0
h1,150,cyc_0030-03.txt,30,96,2400,0,,0
h1,151,cyc_0030-03.txt,30,96,2300,0,,0
h1,152,cyc_0030-15.txt,30,430,3200,0,,0
h1,153,cyc_0030-15.txt,30,430,2700,0,,0
h1,154,cyc_0030-15.txt,30,430,2200,0,,0
h1,155,cyc_0030-15.txt,30,430,2400,0,,0
h1,156,cyc_0030-15.txt,30,430,2200,0,,0
h1,157,cyc_0030-15.txt,30,430,2500,0,,0
h1,158,cyc_0030-15.txt,30,430,2300,0,,0
h1,159,cyc_0030-15.txt,30,430,2500,0,,0
h1,160,cyc_0030-15.txt,30,430,2200,0,,0
h1,161,cyc_0030-15.txt,30,430,2300,0,,0
h1,162,cyc_0030-15.txt,30,430,2200,0,,0
h1,163,cyc_0030-15.txt,30,430,2200,0,,0
h1,164,cyc_0030-15.txt,30,430,2300,0,,0
h1,165,cyc_0030-15.txt,30,430,2100,0,,0
h1,166,cyc_0030-15.txt,30,430,2300,0,,0
h1,167,cyc_0030-15.txt,30,430,2500,0,,0
h1,168,cyc_0030-15.txt,30,430,2100,0,,0
h1,169,cyc_0030-15.txt,30,430,2300,0,,0
h1,170,cyc_0030-15.txt,30,430,2400,0,,0
h1,171,cyc_0030-15.txt,30,430,3100,0,,0
h1,172,cyc_0030-15.txt,30,430,2600,0,,0
h1,173,cyc_0030-15.txt,30,430,2200,0,,0
h1,174,cyc_0030-15.txt,30,430,2400,0,,0
h1,175,cyc_0030-15.txt,30,430,2400,0,,0
h1,176,cyc_0030-15.txt,30,430,2800,0,,0
h1,177,cyc_0030-15.txt,30,430,2200,0,,0
h1,178,cyc_0030-15.txt,30,430,2300,0,,0
h1,179,cyc_0030-15.txt,30,430,2900,0,,0
h1,180,cyc_0030-15.txt,30,430,2600,0,,0
h1,181,cyc_0030-15.txt,30,430,2500,0,,0
h1,182,cyc_0050-03.txt,50,150,3100,0,,0
h1,183,cyc_0050-03.txt,50,150,2500,0,,0
h1,184,cyc_0050-03.txt,50,150,2500,0,,0
h1,185,cyc_0050-03.txt,50,150,2700,0,,0
h1,186,cyc_0050-03.txt,50,150,2700,0,,0
h1,187,cyc_0050-03.txt,50,150,2500,0,,0
h1,188,cyc_0050-03.txt,50,150,2500,0,,0
h1,189,cyc_0050-03.txt,50,150,7200,0,,0
h1,190,cyc_0050-03.txt,50,150,3400,0,,0
h1,191,cyc_0050-03.txt,50,150,2600,0,,0
h1,192,cyc_0050-03.txt,50,150,3400,0,,0
h1,193,cyc_0050-03.txt,50,150,2800,0,,0
h1,194,cyc_0050-03.txt,50,150,2800,0,,0
h1,195,cyc_0050-03.txt,50,150,5900,0,,0
h1,196,cyc_0050-03.txt,50,150,5100,0,,0
h1,197,cyc_0050-03.txt,50,150,3500,0,,0
h1,198,cyc_0050-03.txt,50,150,3900,0,,0
h1,199,cyc_0050-03.txt,50,150,2800,0,,0
h1,200,cyc_0050-03.txt,50,150,3200,0,,0
h1,201,cyc_0050-03.txt,50,150,4000,0,,0
h1,202,cyc_0050-03.txt,50,150,2700,0,,0
h1,203,cyc_0050-03.txt,50,150,3600,0,,0
h1,204,cyc_0050-03.txt,50,150,3200,0,,0
h1,205,cyc_0050-03.txt,50,150,3300,0,,0
h1,206,cyc_0050-03.txt,50,150,2600,0,,0
h1,207,cyc_0050-03.txt,50,150,2900,0,,0
h1,208,cyc_0050-03.txt,50,150,2200,0,,0
h1,209,cyc_0050-03.txt,50,150,2500,0,,0
h1,210,cyc_0050-03.txt,50,150,2400,0,,0
h1,211,cyc_0050-03.txt,50,150,2300,0,,0
h1,212,cyc_0050-03.txt,50,150,2200,0,,0
h1,213,cyc_0050-03.txt,50,150,2300,0,,0
h1,214,cyc_0050-03.txt,50,150,2500,0,,0
h1,215,cyc_0050-03.txt,50,150,2400,0,,0
h1,216,cyc_0050-03.txt,50,150,2400,0,,0
h1,217,cyc_0050-03.txt,50,150,2400,0,,0
h1,218,cyc_0050-03.txt,50,150,2200,0,,0
h1,219,cyc_0050-03.txt,50,150,2100,0,,0
h1,220,cyc_0050-03.txt,50,150,2300,0,,0
h1,221,cyc_0050-03.txt,50,150,2200,0,,0
h1,222,cyc_0050-03.txt,50,150,8500,0,,0
h1,223,cyc_0050-03.txt,50,150,2000,0,,0
h1,224,cyc_0050-03.txt,50,150,2100,0,,0
h1,225,cyc_0050-03.txt,50,150,2100,0,,0
h1,226,cyc_0050-03.txt,50,150,2200,0,,0
h1,227,cyc_0050-03.txt,50,150,2200,0,,0
h1,228,cyc_0050-03.txt,50,150,2200,0,,0
h1,229,cyc_0050-03.txt,50,150,2100,0,,0
h1,230,cyc_0050-03.txt,50,150,2300,0,,0
h1,231,cyc_0050-03.txt,50,150,1800,0,,0
h1,232,cyc_0050-15.txt,50,761,3800,0,,0
h1,233,cyc_0050-15.txt,50,761,2100,0,,0
h1,234,cyc_0050-15.txt,50,761,2100,0,,0
h1,235,cyc_0050-15.txt,50,761,2300,0,,0
h1,236,cyc_0050-15.txt,50,761,2300,0,,0
h1,237,cyc_0050-15.txt,50,761,2200,0,,0
h1,238,cyc_0050-15.txt,50,761,2100,0,,0
h1,239,cyc_0050-15.txt,50,761,2400,0,,0
h1,240,cyc_0050-15.txt,50,761,2400,0,,0
h1,241,cyc_0050-15.txt,50,761,2400,0,,0
h1,242,cyc_0050-15.txt,50,761,2800,0,,0
h1,243,cyc_0050-15.txt,50,761,2200,0,,0
h1,244,cyc_0050-15.txt,50,761,2300,0,,0
h1,245,cyc_0050-15.txt,50,761,2400,0,,0
h1,246,cyc_0050-15.txt,50,761,2400,0,,0
h1,247,cyc_0050-15.txt,50,761,2300,0,,0
h1,248,cyc_0050-15.txt,50,761,2400,0,,0
h1,249,cyc_0050-15.txt,50,761,17500,0,,0
h1,250,cyc_0050-15.txt,50,761,17400,0,,0
h1,251,cyc_0050-15.txt,50,761,2700,0,,0
h1,252,cyc_0050-15.txt,50,761,2300,0,,0
h1,253,cyc_0050-15.txt,50,761,2100,0,,0
h1,254,cyc_0050-15.txt,50,761,2600,0,,0
h1,255,cyc_0050-15.txt,50,761,2500,0,,0
h1,256,cyc_0050-15.txt,50,761,2800,0,,0
h1,257,cyc_0050-15.txt,50,761,2700,0,,0
h1,258,cyc_0050-15.txt,50,761,2400,0,,0
h1,259,cyc_0050-15.txt,50,761,2300,0,,0
h1,260,cyc_0050-15.txt,50,761,2300,0,,0
h1,261,cyc_0050-15.txt,50,761,2300,0,,0
h1,262,cyc_0050-15.txt,50,761,2700,0,,0
h1,263,cyc_0050-15.txt,50,761,2400,0,,0
h1,264,cyc_0050-15.txt,50,761,2200,0,,0
h1,265,cyc_0050-15.txt,50,761,2400,0,,0
h1,266,cyc_0050-15.txt,50,761,2500,0,,0
h1,267,cyc_0050-15.txt,50,761,2300,0,,0
h1,268,cyc_0050-15.txt,50,761,2200,0,,0
h1,269,cyc_0050-15.txt,50,761,2900,0,,0
h1,270,cyc_0050-15.txt,50,761,2200,0,,0
h1,271,cyc_0050-15.txt,50,761,2400,0,,0
h1,272,cyc_0050-15.txt,50,761,2300,0,,0
h1,273,cyc_0050-15.txt,50,761,2200,0,,0
h1,274,cyc_0050-15.txt,50,761,2700,0,,0
h1,275,cyc_0050-15.txt,50,761,2800,0,,0
h1,276,cyc_0050-15.txt,50,761,2400,0,,0
h1,277,cyc_0050-15.txt,50,761,2100,0,,0
h1,278,cyc_0050-15.txt,50,761,2100,0,,0
h1,279,cyc_0050-15.txt,50,761,2500,0,,0
h1,280,cyc_0050-15.txt,50,761,2500,0,,0
h1,281,cyc_0050-15.txt,50,761,2400,0,,0
h1,282,cyc_0070-03.txt,70,244,3400,0,,0
h1,283,cyc_0070-03.txt,70,244,2500,0,,0
h1,284,cyc_0070-03.txt,70,244,2300,0,,0
h1,285,cyc_0070-03.txt,70,244,2300,0,,0
h1,286,cyc_0070-03.txt,70,244,2200,0,,0
h1,287,cyc_0070-03.txt,70,244,2200,0,,0
h1,288,cyc_0070-03.txt,70,244,2100,0,,0
h1,289,cyc_0070-03.txt,70,244,2200,0,,0
h1,290,cyc_0070-03.txt,70,244,2400,0,,0
h1,291,cyc_0070-03.txt,70,244,2200,0,,0
h1,292,cyc_0070-03.txt,70,244,2200,0,,0
h1,293,cyc_0070-03.txt,70,244,2200,0,,0
h1,294,cyc_0070-03.txt,70,244,2000,0,,0
h1,295,cyc_0070-03.txt,70,244,2100,0,,0
h1,296,cyc_0070-03.txt,70,244,2200,0,,0
h1,297,cyc_0070-03.txt,70,244,2300,0,,0
h1,298,cyc_0070-03.txt,70,244,2500,0,,0
h1,299,cyc_0070-03.txt,70,244,2500,0,,0
h1,300,cyc_0070-03.txt,70,244,2300,0,,0
h1,301,cyc_0070-03.txt,70,244,2300,0,,0
h1,302,cyc_0070-03.txt,70,244,2400,0,,0
h1,303,cyc_0070-03.txt,70,244,2200,0,,0
h1,304,cyc_0070-03.txt,70,244,2300,0,,0
h1,305,cyc_0070-03.txt,70,244,2200,0,,0
h1,306,cyc_0070-03.txt,70,244,2200,0,,0
h1,307,cyc_0070-03.txt,70,244,2600,0,,0
h1,308,cyc_0070-03.txt,70,244,2200,0,,0
h1,309,cyc_0070-03.txt,70,244,3100,0,,0
h1,310,cyc_0070-03.txt,70,244,2100,0,,0
h1,311,cyc_0070-03.txt,70,244,2500,0,,0
h1,312,cyc_0070-03.txt,70,244,2100,0,,0
h1,313,cyc_0070-03.txt,70,244,2000,0,,0
h1,314,cyc_0070-03.txt,70,244,2200,0,,0
h1,315,cyc_0070-03.txt,70,244,2000,0,,0
h1,316,cyc_0070-03.txt,70,244,2300,0,,0
h1,317,cyc_0070-03.txt,70,244,4200,0,,0
h1,318,cyc_0070-03.txt,70,244,2200,0,,0
h1,319,cyc_0070-03.txt,70,244,2200,0,,0
h1,320,cyc_0070-03.txt,70,244,2700,0,,0
h1,321,cyc_0070-03.txt,70,244,2500,0,,0
h1,322,cyc_0070-03.txt,70,244,2400,0,,0
h1,323,cyc_0070-03.txt,70,244,2300,0,,0
h1,324,cyc_0070-03.txt,70,244,2800,0,,0
h1,325,cyc_0070-03.txt,70,244,2300,0,,0
h1,326,cyc_0070-03.txt,70,244,2500,0,,0
h1,327,cyc_0070-03.txt,70,244,2600,0,,0
h1,328,cyc_0070-03.txt,70,244,2800,0,,0
h1,329,cyc_0070-03.txt,70,244,2500,0,,0
h1,330,cyc_0070-03.txt,70,244,2500,0,,0
h1,331,cyc_0070-03.txt,70,244,2400,0,,0
h1,332,cyc_0070-03.txt,70,244,2100,0,,0
h1,333,cyc_0070-03.txt,70,244,2400,0,,0
h1,334,cyc_0070-03.txt,70,244,2500,0,,0
h1,335,cyc_0070-03.txt,70,244,2200,0,,0
h1,336,cyc_0070-03.txt,70,244,2200,0,,0
h1,337,cyc_0070-03.txt,70,244,2200,0,,0
h1,338,cyc_0070-03.txt,70,244,2200,0,,0
h1,339,cyc_0070-03.txt,70,244,2100,0,,0
h1,340,cyc_0070-03.txt,70,244,2100,0,,0
h1,341,cyc_0070-03.txt,70,244,2200,0,,0
h1,342,cyc_0070-03.txt,70,244,2400,0,,0
h1,343,cyc_0070-03.txt,70,244,2100,0,,0
h1,344,cyc_0070-03.txt,70,244,2400,0,,0
h1,345,cyc_0070-03.txt,70,244,2400,0,,0
h1,346,cyc_0070-03.txt,70,244,2600,0,,0
h1,347,cyc_0070-03.txt,70,244,2200,0,,0
h1,348,cyc_0070-03.txt,70,244,2200,0,,0
h1,349,cyc_0070-03.txt,70,244,2200,0,,0
h1,350,cyc_0070-03.txt,70,244,2200,0,,0
h1,351,cyc_0070-03.txt,70,244,2300,0,,0
h1,352,cyc_0070-15.txt,70,1062,6200,0,,0
h1,353,cyc_0070-15.txt,70,1062,2700,0,,0
h1,354,cyc_0070-15.txt,70,1062,2100,0,,0
h1,355,cyc_0070-15.txt,70,1062,2200,0,,0
h1,356,cyc_0070-15.txt,70,1062,2500,0,,0
h1,357,cyc_0070-15.txt,70,1062,2300,0,,0
h1,358,cyc_0070-15.txt,70,1062,2100,0,,0
h1,359,cyc_0070-15.txt,70,1062,2000,0,,0
h1,360,cyc_0070-15.txt,70,1062,2200,0,,0
h1,361,cyc_0070-15.txt,70,1062,2000,0,,0
h1,362,cyc_0070-15.txt,70,1062,21600,0,,0
h1,363,cyc_0070-15.txt,70,1062,2000,0,,0
h1,364,cyc_0070-15.txt,70,1062,2500,0,,0
h1,365,cyc_0070-15.txt,70,1062,3700,0,,0
h1,366,cyc_0070-15.txt,70,1062,5600,0,,0
h1,367,cyc_0070-15.txt,70,1062,3600,0,,0
h1,368,cyc_0070-15.txt,70,1062,6200,0,,0
h1,369,cyc_0070-15.txt,70,1062,4100,0,,0
h1,370,cyc_0070-15.txt,70,1062,4000,0,,0
h1,371,cyc_0070-15.txt,70,1062,4200,0,,0
h1,372,cyc_0070-15.txt,70,1062,4000,0,,0
h1,373,cyc_0070-15.txt,70,1062,5100,0,,0
h1,374,cyc_0070-15.txt,70,1062,3000,0,,0
h1,375,cyc_0070-15.txt,70,1062,3800,0,,0
h1,376,cyc_0070-15.txt,70,1062,3900,0,,0
h1,377,cyc_0070-15.txt,70,1062,2700,0,,0
h1,378,cyc_0070-15.txt,70,1062,2500,0,,0
h1,379,cyc_0070-15.txt,70,1062,2700,0,,0
h1,380,cyc_0070-15.txt,70,1062,2600,0,,0
h1,381,cyc_0070-15.txt,70,1062,3300,0,,0
h1,382,cyc_0070-15.txt,70,1062,2500,0,,0
h1,383,cyc_0070-15.txt,70,1062,2200,0,,0
h1,384,cyc_0070-15.txt,70,1062,2800,0,,0
h1,385,cyc_0070-15.txt,70,1062,2300,0,,0
h1,386,cyc_0070-15.txt,70,1062,3000,0,,0
h1,387,cyc_0070-15.txt,70,1062,2400,0,,0
h1,388,cyc_0070-15.txt,70,1062,2300,0,,0
h1,389,cyc_0070-15.txt,70,1062,2500,0,,0
h1,390,cyc_0070-15.txt,70,1062,2300,0,,0
h1,391,cyc_0070-15.txt,70,1062,2400,0,,0
h1,392,cyc_0070-15.txt,70,1062,2500,0,,0
h1,393,cyc_0070-15.txt,70,1062,2300,0,,0
h1,394,cyc_0070-15.txt,70,1062,2100,0,,0
h1,395,cyc_0070-15.txt,70,1062,2400,0,,0
h1,396,cyc_0070-15.txt,70,1062,2600,0,,0
h1,397,cyc_0070-15.txt,70,1062,2400,0,,0
h1,398,cyc_0070-15.txt,70,1062,2300,0,,0
h1,399,cyc_0070-15.txt,70,1062,2400,0,,0
h1,400,cyc_0070-15.txt,70,1062,2400,0,,0
h1,401,cyc_0070-15.txt,70,1062,2400,0,,0
h1,402,cyc_0070-15.txt,70,1062,2600,0,,0
h1,403,cyc_0070-15.txt,70,1062,2400,0,,0
h1,404,cyc_0070-15.txt,70,1062,2600,0,,0
h1,405,cyc_0070-15.txt,70,1062,2400,0,,0
h1,406,cyc_0070-15.txt,70,1062,2300,0,,0
h1,407,cyc_0070-15.txt,70,1062,2600,0,,0
h1,408,cyc_0070-15.txt,70,1062,4100,0,,0
h1,409,cyc_0070-15.txt,70,1062,4900,0,,0
h1,410,cyc_0070-15.txt,70,1062,2600,0,,0
h1,411,cyc_0070-15.txt,70,1062,2700,0,,0
h1,412,cyc_0070-15.txt,70,1062,2700,0,,0
h1,413,cyc_0070-15.txt,70,1062,2600,0,,0
h1,414,cyc_0070-15.txt,70,1062,2400,0,,0
h1,415,cyc_0070-15.txt,70,1062,2700,0,,0
h1,416,cyc_0070-15.txt,70,1062,2200,0,,0
h1,417,cyc_0070-15.txt,70,1062,2300,0,,0
h1,418,cyc_0070-15.txt,70,1062,2900,0,,0
h1,419,cyc_0070-15.txt,70,1062,2200,0,,0
h1,420,cyc_0070-15.txt,70,1062,2300,0,,0
h1,421,cyc_0070-15.txt,70,1062,2200,0,,0
h1,422,cyc_0100-03.txt,100,315,4200,0,,0
h1,423,cyc_0100-03.txt,100,315,2300,0,,0
h1,424,cyc_0100-03.txt,100,315,2400,0,,0
h1,425,cyc_0100-03.txt,100,315,2300,0,,0
h1,426,cyc_0100-03.txt,100,315,2400,0,,0
h1,427,cyc_0100-03.txt,100,315,2400,0,,0
h1,428,cyc_0100-03.txt,100,315,2300,0,,0
h1,429,cyc_0100-03.txt,100,315,2200,0,,0
h1,430,cyc_0100-03.txt,100,315,16100,0,,0
h1,431,cyc_0100-03.txt,100,315,2400,0,,0
h1,432,cyc_0100-03.txt,100,315,2700,0,,0
h1,433,cyc_0100-03.txt,100,315,22800,0,,0
h1,434,cyc_0100-03.txt,100,315,2800,0,,0
h1,435,cyc_0100-03.txt,100,315,2200,0,,0
h1,436,cyc_0100-03.txt,100,315,16000,0,,0
h1,437,cyc_0100-03.txt,100,315,2200,0,,0
h1,438,cyc_0100-03.txt,100,315,2000,0,,0
h1,439,cyc_0100-03.txt,100,315,2300,0,,0
h1,440,cyc_0100-03.txt,100,315,3800,0,,0
h1,441,cyc_0100-03.txt,100,315,2300,0,,0
h1,442,cyc_0100-03.txt,100,315,2600,0,,0
h1,443,cyc_0100-03.txt,100,315,2400,0,,0
h1,444,cyc_0100-03.txt,100,315,4900,0,,0
h1,445,cyc_0100-03.txt,100,315,5800,0,,0
h1,446,cyc_0100-03.txt,100,315,2300,0,,0
h1,447,cyc_0100-03.txt,100,315,2300,0,,0
h1,448,cyc_0100-03.txt,100,315,2200,0,,0
h1,449,cyc_0100-03.txt,100,315,3700,0,,0
h1,450,cyc_0100-03.txt,100,315,2600,0,,0
h1,451,cyc_0100-03.txt,100,315,2500,0,,0
h1,452,cyc_0100-03.txt,100,315,2700,0,,0
h1,453,cyc_0100-03.txt,100,315,2200,0,,0
h1,454,cyc_0100-03.txt,100,315,16400,0,,0
h1,455,cyc_0100-03.txt,100,315,2100,0,,0
h1,456,cyc_0100-03.txt,100,315,2500,0,,0
h1,457,cyc_0100-03.txt,100,315,2900,0,,0
h1,458,cyc_0100-03.txt,100,315,2900,0,,0
h1,459,cyc_0100-03.txt,100,315,2600,0,,0
h1,460,cyc_0100-03.txt,100,315,13400,0,,0
h1,461,cyc_0100-03.txt,100,315,2200,0,,0
h1,462,cyc_0100-03.txt,100,315,1900,0,,0
h1,463,cyc_0100-03.txt,100,315,1800,0,,0
h1,464,cyc_0100-03.txt,100,315,1800,0,,0
h1,465,cyc_0100-03.txt,100,315,1900,0,,0
h1,466,cyc_0100-03.txt,100,315,1900,0,,0
h1,467,cyc_0100-03.txt,100,315,1800,0,,0
h1,468,cyc_0100-03.txt,100,315,2000,0,,0
h1,469,cyc_0100-03.txt,100,315,2000,0,,0
h1,470,cyc_0100-03.txt,100,315,1900,0,,0
h1,471,cyc_0100-03.txt,100,315,1800,0,,0
h1,472,cyc_0100-03.txt,100,315,1700,0,,0
h1,473,cyc_0100-03.txt,100,315,4900,0,,0
h1,474,cyc_0100-03.txt,100,315,2900,0,,0
h1,475,cyc_0100-03.txt,100,315,3600,0,,0
h1,476,cyc_0100-03.txt,100,315,2600,0,,0
h1,477,cyc_0100-03.txt,100,315,7600,0,,0
h1,478,cyc_0100-03.txt,100,315,3300,0,,0
h1,479,cyc_0100-03.txt,100,315,2800,0,,0
h1,480,cyc_0100-03.txt,100,315,2300,0,,0
h1,481,cyc_0100-03.txt,100,315,2400,0,,0
h1,482,cyc_0100-03.txt,100,315,1900,0,,0
h1,483,cyc_0100-03.txt,100,315,1900,0,,0
h1,484,cyc_0100-03.txt,100,315,2500,0,,0
h1,485,cyc_0100-03.txt,100,315,1900,0,,0
h1,486,cyc_0100-03.txt,100,315,2400,0,,0
h1,487,cyc_0100-03.txt,100,315,11300,0,,0
h1,488,cyc_0100-03.txt,100,315,2000,0,,0
h1,489,cyc_0100-03.txt,100,315,1900,0,,0
h1,490,cyc_0100-03.txt,100,315,1700,0,,0
h1,491,cyc_0100-03.txt,100,315,2000,0,,0
h1,492,cyc_0100-03.txt,100,315,1900,0,,0
h1,493,cyc_0100-03.txt,100,315,2200,0,,0
h1,494,cyc_0100-03.txt,100,315,2000,0,,0
h1,495,cyc_0100-03.txt,100,315,1700,0,,0
h1,496,cyc_0100-03.txt,100,315,2300,0,,0
h1,497,cyc_0100-03.txt,100,315,1900,0,,0
h1,498,cyc_0100-03.txt,100,315,2200,0,,0
h1,499,cyc_0100-03.txt,100,315,2200,0,,0
h1,500,cyc_0100-03.txt,100,315,2100,0,,0
h1,501,cyc_0100-03.txt,100,315,2700,0,,0
h1,502,cyc_0100-03.txt,100,315,2300,0,,0
h1,503,cyc_0100-03.txt,100,315,2200,0,,0
h1,504,cyc_0100-03.txt,100,315,1900,0,,0
h1,505,cyc_0100-03.txt,100,315,2100,0,,0
h1,506,cyc_0100-03.txt,100,315,1800,0,,0
h1,507,cyc_0100-03.txt,100,315,2300,0,,0
h1,508,cyc_0100-03.txt,100,315,1900,0,,0
h1,509,cyc_0100-03.txt,100,315,1800,0,,0
h1,510,cyc_0100-03.txt,100,315,3500,0,,0
h1,511,cyc_0100-03.txt,100,315,2000,0,,0
h1,512,cyc_0100-03.txt,100,315,6900,0,,0
h1,513,cyc_0100-03.txt,100,315,3200,0,,0
h1,514,cyc_0100-03.txt,100,315,2100,0,,0
h1,515,cyc_0100-03.txt,100,315,1900,0,,0
h1,516,cyc_0100-03.txt,100,315,1800,0,,0
h1,517,cyc_0100-03.txt,100,315,1700,0,,0
h1,518,cyc_0100-03.txt,100,315,1800,0,,0
h1,519,cyc_0100-03.txt,100,315,4300,0,,0
h1,520,cyc_0100-03.txt,100,315,1900,0,,0
h1,521,cyc_0100-03.txt,100,315,4600,0,,0
h1,522,cyc_0100-15.txt,100,1475,25200,0,,0
h1,523,cyc_0100-15.txt,100,1475,2200,0,,0
h1,524,cyc_0100-15.txt,100,1475,2500,0,,0
h1,525,cyc_0100-15.txt,100,1475,2500,0,,0
h1,526,cyc_0100-15.txt,100,1475,2800,0,,0
h1,527,cyc_0100-15.txt,100,1475,22700,0,,0
h1,528,cyc_0100-15.txt,100,1475,2600,0,,0
h1,529,cyc_0100-15.txt,100,1475,2800,0,,0
h1,530,cyc_0100-15.txt,100,1475,1800,0,,0
h1,531,cyc_0100-15.txt,100,1475,1800,0,,0
h1,532,cyc_0100-15.txt,100,1475,2400,0,,0
h1,533,cyc_0100-15.txt,100,1475,2300,0,,0
h1,534,cyc_0100-15.txt,100,1475,2500,0,,0
h1,535,cyc_0100-15.txt,100,1475,2400,0,,0
h1,536,cyc_0100-15.txt,100,1475,2100,0,,0
